filename,text_file,word_count,char_count,category
GBC%20Fast%20Facts%202023-24%20AODA.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/GBC%20Fast%20Facts%202023-24%20AODA.txt,882,6536,Unknown
annual-report-research-ethics-bureau-2014.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/annual-report-research-ethics-bureau-2014.txt,2281,15778,Unknown
minutes_for_april_10_2013.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/minutes_for_april_10_2013.txt,2631,16286,Unknown
What_Transfer_Credits.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/What_Transfer_Credits.txt,942,5830,Unknown
Review%20of%20GBC%20truth%20and%20reconciliation%20and%20anti-racism%20and%20diversity%202019-10-08.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Review%20of%20GBC%20truth%20and%20reconciliation%20and%20anti-racism%20and%20diversity%202019-10-08.txt,63123,426971,Unknown
floor_6_341_king_st_e.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/floor_6_341_king_st_e.txt,0,1,Unknown
george_brown_college_strategic_mandate_agreement_2017-2020.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george_brown_college_strategic_mandate_agreement_2017-2020.txt,12944,90887,Unknown
section-4.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/section-4.txt,513,3394,Unknown
Applications%20of%20Derivatives.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Applications%20of%20Derivatives.txt,1192,6536,Unknown
code-of-conduct-conflict-resolution-policy.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/code-of-conduct-conflict-resolution-policy.txt,699,4512,Unknown
george-brown-college-annual-report-2015-2016.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george-brown-college-annual-report-2015-2016.txt,1793,12060,Unknown
NewTransferCreditGuide.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/NewTransferCreditGuide.txt,5343,37918,Unknown
school-of-design-investment-brochure.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/school-of-design-investment-brochure.txt,2952,18159,Unknown
section-6.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/section-6.txt,95,534,Unknown
sanitary-and-infection-control-policy.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/sanitary-and-infection-control-policy.txt,3145,19763,Unknown
10_tips_when_working_with_tutees_with_disabilities_and_mental_illness.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/10_tips_when_working_with_tutees_with_disabilities_and_mental_illness.txt,1232,7289,Unknown
Distinguished-Researcher-Award-Nomination-Form-2023-AODA.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Distinguished-Researcher-Award-Nomination-Form-2023-AODA.txt,440,3415,Unknown
conflict_of_interest_in_research.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/conflict_of_interest_in_research.txt,1065,6787,Unknown
Proofreading%20for%20verbs%20-%20reference.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Proofreading%20for%20verbs%20-%20reference.txt,611,3511,Unknown
aa.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/aa.txt,1063,7345,Unknown
george-brown-college-aoda-iasr-workplace-accommodation-policy.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george-brown-college-aoda-iasr-workplace-accommodation-policy.txt,4252,31223,Unknown
bog_public_minutes_17oct4.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/bog_public_minutes_17oct4.txt,1416,8811,Unknown
Preparation%20Guide%20for%20Accuplacer%20Next%20Generation%20Arithmetic%20-%20May%202020.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Preparation%20Guide%20for%20Accuplacer%20Next%20Generation%20Arithmetic%20-%20May%202020.txt,6759,41494,Unknown
Count%20Non-count%20-%20reference.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Count%20Non-count%20-%20reference.txt,314,2065,Unknown
accessible-learning-services-for-dual-credit-students.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/accessible-learning-services-for-dual-credit-students.txt,329,2313,Unknown
george-brown-college-strategic-mandate-agreement-annual-report-2017-2018.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george-brown-college-strategic-mandate-agreement-annual-report-2017-2018.txt,5267,36583,Unknown
george-brown-college-2018-2019-business-plan.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george-brown-college-2018-2019-business-plan.txt,3579,24333,Unknown
How%20to%20Create%20Hanging%20Indents.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/How%20to%20Create%20Hanging%20Indents.txt,326,1935,Unknown
minutes_for_december_12_2012.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/minutes_for_december_12_2012.txt,1537,9876,Unknown
online-partner-intake-form.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/online-partner-intake-form.txt,337,2312,Unknown
checklists-for-word-and-pdf.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/checklists-for-word-and-pdf.txt,2285,13208,Unknown
Spelling.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Spelling.txt,723,4356,Unknown
Parallelism.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Parallelism.txt,719,3976,Unknown
floor_3_341_king_st_e.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/floor_3_341_king_st_e.txt,0,0,Unknown
purchasing_guidelines_for_furniture_fixtures_equipment.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/purchasing_guidelines_for_furniture_fixtures_equipment.txt,625,4310,Unknown
TLC_Student_Referral_Form_for_Faculty_-_Mathematics.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/TLC_Student_Referral_Form_for_Faculty_-_Mathematics.txt,287,2075,Unknown
george-brown-college-financial-statement-2016-2017.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george-brown-college-financial-statement-2016-2017.txt,8776,56436,Unknown
section-7.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/section-7.txt,155,980,Unknown
registr-form-staff-and-outside.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/registr-form-staff-and-outside.txt,219,1395,Unknown
fees-policy.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/fees-policy.txt,585,3350,Unknown
wf6.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/wf6.txt,0,0,Unknown
Phrasal%20Verbs%20-%20Practice.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Phrasal%20Verbs%20-%20Practice.txt,562,2956,Unknown
floor_3_193_king_st_e.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/floor_3_193_king_st_e.txt,24,152,Unknown
accessibility-report-summary.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/accessibility-report-summary.txt,0,0,Unknown
george-brown-college-2017-2018-business-plan.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george-brown-college-2017-2018-business-plan.txt,4070,28029,Unknown
Adding_and_Subtracting_Mixed_Fractions_and_Improper_Fractions.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Adding_and_Subtracting_Mixed_Fractions_and_Improper_Fractions.txt,1791,8536,Unknown
george-brown-college-myaa-report-back-2007-08-final-mtcu.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george-brown-college-myaa-report-back-2007-08-final-mtcu.txt,3181,21621,Unknown
bike-map-st-james-campus.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/bike-map-st-james-campus.txt,64,387,Unknown
Outline%20Template%20-%20Compare%20and%20Contrast%20Point-point%20Essay.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Outline%20Template%20-%20Compare%20and%20Contrast%20Point-point%20Essay.txt,204,2309,Unknown
Guide_Submitting_Transfer_Credit_Application.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Guide_Submitting_Transfer_Credit_Application.txt,1763,10791,Unknown
bog_public_minutes_16june8.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/bog_public_minutes_16june8.txt,2214,14204,Unknown
Converting_Between_Fractions_and_Decimals.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Converting_Between_Fractions_and_Decimals.txt,817,3918,Unknown
RYERSON%20Floor%20Plan.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/RYERSON%20Floor%20Plan.txt,104,720,Unknown
George%20Brown%20College%20Anti-racism%20Committee%20Terms%20of%20Reference%20June%2022%202020%5B8%5D.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/George%20Brown%20College%20Anti-racism%20Committee%20Terms%20of%20Reference%20June%2022%202020%5B8%5D.txt,1338,9067,Unknown
Divisibility%20Rules.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Divisibility%20Rules.txt,604,3080,Unknown
ALS%20Manual_Final_Document1.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/ALS%20Manual_Final_Document1.txt,17133,122887,Unknown
energy-consumption-2011.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/energy-consumption-2011.txt,131,1141,Unknown
sjb-sjc.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/sjb-sjc.txt,18,116,Unknown
Break%20Even%20Point%20Analysis.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Break%20Even%20Point%20Analysis.txt,679,3740,Unknown
statement-of-foundation-financial-position-as-of-march-31-2015.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/statement-of-foundation-financial-position-as-of-march-31-2015.txt,3631,24931,Unknown
Common%20Medical%20Abbreviations.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Common%20Medical%20Abbreviations.txt,273,1666,Unknown
Articles%20-%20Practice%201.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Articles%20-%20Practice%201.txt,703,3763,Unknown
complaints_regarding_advertizing.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/complaints_regarding_advertizing.txt,658,4575,Unknown
wf7.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/wf7.txt,0,0,Unknown
ssw_pathways_to_bsw_and_msw.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/ssw_pathways_to_bsw_and_msw.txt,981,6491,Unknown
PMT_Payments_Guide.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/PMT_Payments_Guide.txt,1168,8122,Unknown
floor_5_341_king_st_e.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/floor_5_341_king_st_e.txt,0,0,Unknown
wf5.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/wf5.txt,0,0,Unknown
Significant%20Digits.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Significant%20Digits.txt,762,4487,Unknown
Articles%20-%20Practice%203.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Articles%20-%20Practice%203.txt,451,2388,Unknown
george_brown_annual_report_2007-2008.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george_brown_annual_report_2007-2008.txt,3633,24204,Unknown
gbc-philosophy.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/gbc-philosophy.txt,1202,8017,Unknown
WEB-images-wf-map.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/WEB-images-wf-map.txt,0,0,Unknown
energy-consumption-2013.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/energy-consumption-2013.txt,150,1313,Unknown
sa.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/sa.txt,1620,11043,Unknown
Outline%20for%20Basic%20Paragraph.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Outline%20for%20Basic%20Paragraph.txt,90,1681,Unknown
bog-public-minutes_february-12-2014.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/bog-public-minutes_february-12-2014.txt,1737,11244,Unknown
george_brown_college_strategic_mandate_agreement.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/george_brown_college_strategic_mandate_agreement.txt,3061,21551,Unknown
Assessment_of_Student_Learning__Policy_2.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Assessment_of_Student_Learning__Policy_2.txt,2202,16153,Unknown
Reported%20Speech.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Reported%20Speech.txt,694,4571,Unknown
plan-2019-2022.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/plan-2019-2022.txt,2580,19056,Unknown
emergency-response-policy-for-lockdown.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/emergency-response-policy-for-lockdown.txt,4210,27424,Unknown
energy-consumption-2012.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/energy-consumption-2012.txt,150,1317,Unknown
Articles%20-%20Practice%202.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Articles%20-%20Practice%202.txt,1104,6484,Unknown
Passive%20Voice%20-%20BY%20phrase.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Passive%20Voice%20-%20BY%20phrase.txt,576,3040,Unknown
web-governance.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/web-governance.txt,1722,11746,Unknown
Building-Connections-Community-Engagement-Award-Nomination-Form-2023.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Building-Connections-Community-Engagement-Award-Nomination-Form-2023.txt,441,3290,Unknown
wf4.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/wf4.txt,0,0,Unknown
Collections-Management-Policy.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Collections-Management-Policy.txt,2471,16822,Unknown
Dual-Credit-College-Consent-Form-Online-Version-2020_0.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/Dual-Credit-College-Consent-Form-Online-Version-2020_0.txt,462,3087,Unknown
bog_public_minutes_12sept12.pdf,/Users/birajgtm/Documents/GBC/AI/DL1/AskGeorge/clean_text/bog_public_minutes_12sept12.txt,1813,11642,Unknown
